etf_id,assetid,subclassid,sub_subclassid,amcid,ETF,SYMBOL,isin_code,Holding,Amount,,
70,,,,,,,INF204KB19I1,HSBC Holdings PLC,8.62,,
70,,,,,,,INF204KB19I1,Tencent Holdings Ltd,8.01,,
70,,,,,,,INF204KB19I1,China Construction Bank Corp Class H,5.36,,
70,,,,,,,INF204KB19I1,AIA Group Ltd,5.19,,
70,,,,,,,INF204KB19I1,Xiaomi Corp Class B,4.52,,
70,,,,,,,INF204KB19I1,Meituan Class B,3.42,,
70,,,,,,,INF204KB19I1,China Mobile Ltd,3.29,,
70,,,,,,,INF204KB19I1,Industrial And Commercial Bank Of China Ltd Class H,3.22,,
70,,,,,,,INF204KB19I1,Hong Kong Exchanges and Clearing Ltd,3,,
71,1,16,,25,DSP MSCI India ETF,MSCIADD,INF740KA1WV7,HDFC Bank Ltd.,8.06,Large Cap,37.9
71,,,,,,,INF740KA1WV7,Reliance Industries Ltd,6.72,,
71,,,,,,,INF740KA1WV7,ICICI Bank Ltd.,5.17,,
71,,,,,,,INF740KA1WV7,Bharti Airtel Ltd.,3.79,,
71,,,,,,,INF740KA1WV7,Infosys Ltd,3.65,,
71,,,,,,,INF740KA1WV7,Mahindra & Mahindra Ltd.,2.47,,
71,,,,,,,INF740KA1WV7,Axis Bank Ltd.,2.07,,
71,,,,,,,INF740KA1WV7,Bajaj Finance Limited,2.04,,
71,,,,,,,INF740KA1WV7,Tata Consultancy Services Ltd.,2,,
71,,,,,,,INF740KA1WV7,Larsen & Toubro Ltd,1.93,,
72,1,16,,26,Kotak MSCI India ETF,MSCIINDIA,INF174KA1VD2,HDFC Bank Ltd.,8.14,Large Cap,38.26
72,,,,,,,INF174KA1VD2,Reliance Industries Ltd,6.78,,
72,,,,,,,INF174KA1VD2,ICICI Bank Ltd.,5.22,,
72,,,,,,,INF174KA1VD2,Bharti Airtel Ltd.,3.83,,
72,,,,,,,INF174KA1VD2,Infosys Ltd,3.68,,
72,,,,,,,INF174KA1VD2,Mahindra & Mahindra Ltd.,2.49,,
72,,,,,,,INF174KA1VD2,Axis Bank Ltd.,2.09,,
72,,,,,,,INF174KA1VD2,Bajaj Finance Limited,2.06,,
72,,,,,,,INF174KA1VD2,Tata Consultancy Services Ltd.,2.02,,
72,,,,,,,INF174KA1VD2,Larsen & Toubro Ltd,1.95,,
73,2,13,,15,Motilal Oswal NASDAQ 100 ETF - Growth Option,MON100,INF247L01AP3,NVIDIA Corp,9.1,,
73,,,,,,,INF247L01AP3,Apple Inc,8.75,,
73,,,,,,,INF247L01AP3,Microsoft Corp,7.74,,
73,,,,,,,INF247L01AP3,Broadcom Inc,6.63,,
73,,,,,,,INF247L01AP3,Amazon.com Inc,5.26,,
73,,,,,,,INF247L01AP3,Alphabet Inc Class A,3.94,,
73,,,,,,,INF247L01AP3,Alphabet Inc Class C,3.68,,
73,,,,,,,INF247L01AP3,Tesla Inc,3.32,,
73,,,,,,,INF247L01AP3,Meta Platforms Inc Class A,2.97,,
73,,,,,,,INF247L01AP3,Netflix Inc,2.38,,
74,2,13,,15,Motilal Oswal Nasdaq Q 50 ETF,MONQ50,INF247L01AU3,Seagate Technology Holdings PLC,4.2,,
74,,,,,,,INF247L01AU3,Western Digital Corp,4.01,,
74,,,,,,,INF247L01AU3,Alnylam Pharmaceuticals Inc,3.79,,
74,,,,,,,INF247L01AU3,Ferrovial SE,3.63,,
74,,,,,,,INF247L01AU3,Monolithic Power Systems Inc,3.34,,
74,,,,,,,INF247L01AU3,Insmed Inc,3.34,,
74,,,,,,,INF247L01AU3,eBay Inc,2.83,,
74,,,,,,,INF247L01AU3,Kimberly-Clark Corp,2.77,,
74,,,,,,,INF247L01AU3,United Airlines Holdings Inc,2.52,,
74,,,,,,,INF247L01AU3,Natera Inc,2.49,,
75,4,7,,9,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,GSEC10IETF,INF109KC18O0,6.48% GOI 2035,97.61,,
75,,,,,,,INF109KC18O0,TREPS & Current Assets,2.39,,
76,4,7,,2,SBI ETF 10 YEAR GILT,SETF10GILT,INF200KA1JT1,7.26% CGL 2033,99.51,,
77,4,7,,20,UTI Nifty 10 yr Benchmark G-Sec ETF,NIF10GETF,INF200KA1JT1,06.48% GSEC MAT-06/10/2035,99.04,,
77,,,,,,,INF200KA1JT1,Treps Maturing On 01.12.2025,0.08,,
77,,,,,,,INF200KA1JT1,Net Current Assets,0.88,,
78,1,4,63,26,Kotak Nifty 100 Equal Weight ETF,NIFTY100EW,INF174KA1UW4,JINDAL STEEL LIMITED,1.06,Mid Cap,1.06
78,,,,,,,INF174KA1UW4,JSW Steel Limited,1.06,Large Cap,9.34
78,,,,,,,INF174KA1UW4,TATA STEEL LIMITED,1.06,,
78,,,,,,,INF174KA1UW4,Bharat Petroleum Corpn. Ltd.,1.05,,
78,,,,,,,INF174KA1UW4,Bajaj Auto Limited,1.03,,
78,,,,,,,INF174KA1UW4,Indian Oil Corporation Ltd.,1.03,,
78,,,,,,,INF174KA1UW4,Shriram Finance Limited,1.03,,
78,,,,,,,INF174KA1UW4,AXIS Bank Ltd.,1.03,,
78,,,,,,,INF174KA1UW4,Canara Bank,1.03,,
78,,,,,,,INF174KA1UW4,Bank of Baroda,1.02,,
79,1,3,44,8,Mirae Asset Nifty 100 ESG Sector Leaders ETF,ESG,INF769K01GS9,ICICI Bank Ltd.,10.1,Large Cap,58.36
79,,,,,,,INF769K01GS9,Reliance Industries Ltd,10.06,,
79,,,,,,,INF769K01GS9,HDFC Bank Ltd.,10.05,,
79,,,,,,,INF769K01GS9,Bharti Airtel Ltd.,6.47,,
79,,,,,,,INF769K01GS9,Infosys Ltd,6.35,,
79,,,,,,,INF769K01GS9,Mahindra & Mahindra Ltd.,3.76,,
79,,,,,,,INF769K01GS9,Tata Consultancy Services Ltd.,3.62,,
79,,,,,,,INF769K01GS9,Bajaj Finance Limited,3.12,,
79,,,,,,,INF769K01GS9,Sun Pharmaceutical Industries Ltd.,2.47,,
79,,,,,,,INF769K01GS9,Eternal Limited,2.36,,
80,1,4,63,21,HDFC Nifty100 Low Volatility 30 ETF,HDFCLOWVOL,INF179KC1HU8,ITC Ltd,4.41,Large Cap,38.04
80,,,,,,,INF179KC1HU8,HDFC Bank Ltd.,4.34,,
80,,,,,,,INF179KC1HU8,ICICI Bank Ltd.,4.16,,
80,,,,,,,INF179KC1HU8,State Bank Of India,3.82,,
80,,,,,,,INF179KC1HU8,Hindustan Unilever Ltd.,3.75,,
80,,,,,,,INF179KC1HU8,Nestle India Ltd.,3.57,,
80,,,,,,,INF179KC1HU8,Britannia Industries Ltd.,3.54,,
80,,,,,,,INF179KC1HU8,Reliance Industries Ltd,3.49,,
80,,,,,,,INF179KC1HU8,Asian Paints Ltd.,3.49,,
80,,,,,,,INF179KC1HU8,SBI Life Insurance Company Limited,3.47,,
81,1,4,63,9,ICICI Prudential Nifty 100 Low Volatility 30 ETF,LOWVOLIETF,INF109KC19U5,ITC Ltd,4.41,Large Cap,38.04
81,,,,,,,INF109KC19U5,HDFC Bank Ltd.,4.34,,
81,,,,,,,INF109KC19U5,ICICI Bank Ltd.,4.16,,
81,,,,,,,INF109KC19U5,State Bank Of India,3.82,,
81,,,,,,,INF109KC19U5,Hindustan Unilever Ltd.,3.75,,
81,,,,,,,INF109KC19U5,Nestle India Ltd.,3.57,,
81,,,,,,,INF109KC19U5,Britannia Industries Ltd.,3.54,,
81,,,,,,,INF109KC19U5,Reliance Industries Ltd,3.49,,
81,,,,,,,INF109KC19U5,Asian Paints Ltd.,3.49,,
81,,,,,,,INF109KC19U5,SBI Life Insurance Company Limited,3.47,,
82,1,4,63,26,Kotak Nifty 100 Low Volatility 30 ETF,LOWVOL1,INF174KA1IY5,ITC Ltd,4.41,Large Cap,38.04
82,,,,,,,INF174KA1IY5,HDFC Bank Ltd.,4.34,,
82,,,,,,,INF174KA1IY5,ICICI Bank Ltd.,4.16,,
82,,,,,,,INF174KA1IY5,State Bank Of India,3.82,,
82,,,,,,,INF174KA1IY5,Hindustan Unilever Ltd.,3.75,,
82,,,,,,,INF174KA1IY5,Nestle India Ltd.,3.57,,
82,,,,,,,INF174KA1IY5,Britannia Industries Ltd.,3.54,,
82,,,,,,,INF174KA1IY5,Reliance Industries Ltd,3.49,,
82,,,,,,,INF174KA1IY5,Asian Paints Ltd.,3.49,,
82,,,,,,,INF174KA1IY5,SBI Life Insurance Company Limited,3.47,,
83,1,4,63,8,Mirae Asset Nifty 100 Low Volatility 30 ETF,LOWVOL,INF769K01JU9,ITC Ltd,4.41,Large Cap,38.04
83,,,,,,,INF769K01JU9,HDFC Bank Ltd.,4.34,,
83,,,,,,,INF769K01JU9,ICICI Bank Ltd.,4.16,,
83,,,,,,,INF769K01JU9,State Bank Of India,3.82,,
83,,,,,,,INF769K01JU9,Hindustan Unilever Ltd.,3.75,,
83,,,,,,,INF769K01JU9,Nestle India Ltd.,3.57,,
83,,,,,,,INF769K01JU9,Britannia Industries Ltd.,3.54,,
83,,,,,,,INF769K01JU9,Reliance Industries Ltd,3.49,,
83,,,,,,,INF769K01JU9,Asian Paints Ltd.,3.49,,
83,,,,,,,INF769K01JU9,SBI Life Insurance Company Limited,3.47,,
84,1,4,63,21,HDFC Nifty100 Quality 30 ETF,HDFCQUAL,INF179KC1DL6,Nestle India Ltd.,5.07,Large Cap,47.68
84,,,,,,,INF179KC1DL6,Hindustan Unilever Ltd.,5,,
84,,,,,,,INF179KC1DL6,ITC Ltd,4.99,,
84,,,,,,,INF179KC1DL6,Maruti Suzuki India  Ltd.,4.92,,
84,,,,,,,INF179KC1DL6,Tata Consultancy Services Ltd.,4.89,,
84,,,,,,,INF179KC1DL6,Infosys Ltd,4.88,,
84,,,,,,,INF179KC1DL6,Bharat Electronics Ltd.,4.85,,
84,,,,,,,INF179KC1DL6,HCL Technologies Ltd,4.79,,
84,,,,,,,INF179KC1DL6,Britannia Industries Ltd.,4.46,,
84,,,,,,,INF179KC1DL6,Coal India Limited,3.83,,
85,1,1,10,21,HDFC Nifty 100 ETF,HDFCNIF100,INF179KC1HR4,HDFC Bank Ltd.,10.79,Large Cap,46.98
85,,,,,,,INF179KC1HR4,Reliance Industries Ltd,7.44,,
85,,,,,,,INF179KC1HR4,ICICI Bank Ltd.,6.95,,
85,,,,,,,INF179KC1HR4,Bharti Airtel Ltd.,4.02,,
85,,,,,,,INF179KC1HR4,Infosys Ltd,3.94,,
85,,,,,,,INF179KC1HR4,Larsen & Toubro Ltd,3.35,,
85,,,,,,,INF179KC1HR4,State Bank of India,2.85,,
85,,,,,,,INF179KC1HR4,ITC Ltd,2.73,,
85,,,,,,,INF179KC1HR4,Axis Bank Ltd.,2.57,,
85,,,,,,,INF179KC1HR4,Mahindra & Mahindra Ltd.,2.34,,
86,1,1,10,9,ICICI Prudential Nifty 100 ETF,NIF100IETF,INF109KC16V9,HDFC Bank Ltd.,10.79,Large Cap,50.35
86,,,,,,,INF109KC16V9,Reliance Industries Ltd,7.44,,
86,,,,,,,INF109KC16V9,ICICI Bank Ltd.,6.95,,
86,,,,,,,INF109KC16V9,Bharti Airtel Ltd.,4.02,,
86,,,,,,,INF109KC16V9,Infosys Ltd,3.94,,
86,,,,,,,INF109KC16V9,Larsen & Toubro Ltd,3.37,,
86,,,,,,,INF109KC16V9,Larsen & Toubro Ltd,3.35,,
86,,,,,,,INF109KC16V9,State Bank of India,2.85,,
86,,,,,,,INF109KC16V9,ITC Ltd,2.73,,
86,,,,,,,INF109KC16V9,Axis Bank Ltd.,2.57,,
86,,,,,,,INF109KC16V9,Mahindra & Mahindra Ltd.,2.34,,
87,1,1,10,17,LIC MF Exchange Traded Fund - Nifty 100,LICNFNHGP,INF767K01PC8,HDFC Bank Ltd.,10.64,Large Cap,46.77
87,,,,,,,INF767K01PC8,Reliance Industries Ltd,7.47,,
87,,,,,,,INF767K01PC8,ICICI Bank Ltd.,6.73,,
87,,,,,,,INF767K01PC8,Bharti Airtel Ltd.,4.12,,
87,,,,,,,INF767K01PC8,Infosys Ltd,3.98,,
87,,,,,,,INF767K01PC8,Larsen & Toubro Ltd,3.37,,
87,,,,,,,INF767K01PC8,State Bank of India,2.86,,
87,,,,,,,INF767K01PC8,ITC Ltd,2.73,,
87,,,,,,,INF767K01PC8,Axis Bank Ltd.,2.55,,
87,,,,,,,INF767K01PC8,Mahindra & Mahindra Ltd.,2.32,,
88,1,1,10,15,Motilal Oswal Nifty 100 ETF,MONIFTY100,INF247L01GG9,HDFC Bank Ltd.,10.64,Large Cap,46.73
88,,,,,,,INF247L01GG9,Reliance Industries Ltd,7.44,,0
88,,,,,,,INF247L01GG9,ICICI Bank Ltd.,6.73,,
88,,,,,,,INF247L01GG9,Bharti Airtel Ltd.,4.12,,
88,,,,,,,INF247L01GG9,Infosys Ltd,3.97,,
88,,,,,,,INF247L01GG9,Larsen & Toubro Ltd,3.37,,
88,,,,,,,INF247L01GG9,State Bank of India,2.86,,
88,,,,,,,INF247L01GG9,ITC Ltd,2.73,,
88,,,,,,,INF247L01GG9,Axis Bank Ltd.,2.55,,
88,,,,,,,INF247L01GG9,Mahindra & Mahindra Ltd.,2.32,,
89,1,1,10,19,Nippon India ETF Nifty 100,NIF100BEES,INF204K014N5,HDFC Bank Ltd.,10.64,Large Cap,46.73
89,,,,,,,INF204K014N5,Reliance Industries Ltd,7.44,,
89,,,,,,,INF204K014N5,ICICI Bank Ltd.,6.73,,
89,,,,,,,INF204K014N5,Bharti Airtel Ltd.,4.12,,
89,,,,,,,INF204K014N5,Infosys Ltd,3.97,,
89,,,,,,,INF204K014N5,Larsen & Toubro Ltd,3.37,,
89,,,,,,,INF204K014N5,State Bank of India,2.86,,
89,,,,,,,INF204K014N5,ITC Ltd,2.73,,
89,,,,,,,INF204K014N5,Axis Bank Ltd.,2.55,,
89,,,,,,,INF204K014N5,Mahindra & Mahindra Ltd.,2.32,,
90,1,1,10,11,Zerodha Nifty 100 ETF,TOP100CASE,INF0R8F01067,HDFC Bank Ltd.,10.79,Large Cap,46.98
90,,,,,,,INF0R8F01067,Reliance Industries Ltd,7.44,,
90,,,,,,,INF0R8F01067,ICICI Bank Ltd.,6.95,,
90,,,,,,,INF0R8F01067,Bharti Airtel Ltd.,4.02,,
90,,,,,,,INF0R8F01067,Infosys Ltd,3.94,,
90,,,,,,,INF0R8F01067,Larsen & Toubro Ltd,3.35,,
90,,,,,,,INF0R8F01067,State Bank of India,2.85,,
90,,,,,,,INF0R8F01067,ITC Ltd,2.73,,
90,,,,,,,INF0R8F01067,Axis Bank Ltd.,2.57,,
90,,,,,,,INF0R8F01067,Mahindra & Mahindra Ltd.,2.34,,
91,4,8,,16,Angel One Nifty 1D Rate Liquid ETF,AONELIQUID,INF1J2R01056,Clearing Corporation of India Limited,99.83,,
91,,,,,,,INF1J2R01056,Net Current Assets,0.17,,
92,4,8,,18,Bajaj Finserv Nifty 1D Rate Liquid ETF Growth,LIQUIDBETF,INF0QA701854,Clearing Corporation Of India Ltd,95.85,,
92,,,,,,,INF0QA701854,ICICI Securities Limited (Earlier ICICI Brokerage Services Limited),3.65,,
92,,,,,,,,Net Receivables / (Payables),0.5,,
93,4,8,,25,DSP Nifty 1D Rate Liquid ETF,LIQUIDETF,INF740KA1EU7,TREPS / Reverse Repo Investments,99.42,,
93,,,,,,,INF740KA1EU7,Net Receivables/Payables,0.58,,
94,4,8,,14,Edelweiss Nifty 1D Rate Liquid ETF,ELIQUID,INF754K01VW2,Treps_Red_01.01.2026,99.27,,
94,,,,,,,INF754K01VW2,Cash and others,0.73,,
95,4,8,,6,Groww Nifty 1D Rate Liquid ETF,GROWWLIQID,INF666M01IP5,CCIL,99.49,,
95,,,,,,,INF666M01IP5,Net Receivable/Payable,0.51,,
96,4,8,,21,HDFC Nifty 1D Rate Liquid ETF Growth,HDFCLIQUID,INF179KC1JG3,TREPS,99.49,,
96,,,,,,,INF179KC1JG3,Net Current Assets,0.51,,
97,4,8,,26,Kotak Nifty 1D Rate Liquid,LIQUID1,INF174KA1LV5,TREPS,99.5,,
97,,,,,,,INF174KA1LV5,Net Current Assets/(Liabilities),0.5,,
98,4,8,,8,Mirae Asset Nifty 1D Rate Liquid ETF,LIQUID,INF769K01KS1,TREPS,99.65,,
98,,,,,,,INF769K01KS1,Others,0.35,,
99,4,8,,8,Mirae Asset Nifty 1D Rate Liquid ETF Growth,LIQUIDPLUS,INF769K01MY5,TREPS,99.52,,
99,,,,,,,INF769K01MY5,Net Receivables / (Payables),0.48,,
100,4,8,,19,Nippon India ETF Nifty 1D Rate Liquid BeES,LIQUIDBEES,INF732E01037,TREPS,99.51,,
100,,,,,,,INF732E01037,Cash & Other Receivables,0.49,,
101,4,8,,19,Nippon India Nifty 1D Rate Liquid ETF Growth,LIQGRWBEES,INF204KC1FU1,TREPS,99.48,,
101,,,,,,,INF204KC1FU1,Cash & Other Receivables,0.52,,
102,4,8,,2,SBI Nifty 1D Rate Liquid ETF Growth,SBILIQETF,INF200KB1969,Treps,99.27,,
102,,,,,,,INF200KB1969,Net Receivable / Payable,0.73,,
103,4,8,,4,Shriram Nifty 1D Rate Liquid ETF,LIQUIDSHRI,INF680P01422,Treps,99.33,,
103,,,,,,,INF680P01422,Net Receivable / Payable,0.67,,
104,4,8,,11,Zerodha Nifty 1D Rate Liquid ETF,LIQUIDCASE,INF0R8F01034,Treps,99.46,,
104,,,,,,,INF0R8F01034,Treasury Bill,0.54,,
105,1,4,57,8,Mirae Asset Nifty 200 Alpha 30 ETF,ALPHAETF,INF769K01KU7,AU Small Finance Bank Limited,5.04,Mid Cap,32.57
105,,,,,,,INF769K01KU7,Muthoot Finance Ltd.,4.96,Large Cap,18.8
105,,,,,,,INF769K01KU7,BSE Ltd.,4.9,,
105,,,,,,,INF769K01KU7,FSN E-Commerce Ventures Limited,4.81,,
105,,,,,,,INF769K01KU7,Bajaj Finance Limited,4.69,,
105,,,,,,,INF769K01KU7,Aditya Birla Capital Ltd,4.64,,
105,,,,,,,INF769K01KU7,Indian Bank,4.57,,
105,,,,,,,INF769K01KU7,L&T Finance Limited,4.37,,
105,,,,,,,INF769K01KU7,Max Financial Services Limited,4.24,,
105,,,,,,,INF769K01KU7,Canara Bank,4.03,,
106,1,4,57,24,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,MOMENTUM,INF209KB14K7,Shriram Finance Limited,5.12,Large Cap,48.47
106,,,,,,,INF209KB14K7,State Bank Of India,5.02,,
106,,,,,,,INF209KB14K7,Hindalco Industries Ltd.,5.01,,
106,,,,,,,INF209KB14K7,Asian Paints Ltd.,4.98,,
106,,,,,,,INF209KB14K7,Maruti Suzuki India  Ltd.,4.97,,
106,,,,,,,INF209KB14K7,Bharti Airtel Ltd.,4.94,,
106,,,,,,,INF209KB14K7,Eicher Motors Ltd.,4.93,,
106,,,,,,,INF209KB14K7,Bajaj Finance Limited,4.87,,
106,,,,,,,INF209KB14K7,TVS Motor Company Ltd.,4.43,,
106,,,,,,,INF209KB14K7,Hero MotoCorp Limited,4.2,,
107,1,4,57,21,HDFC Nifty200 Momentum 30 ETF,HDFCMOMENT,INF179KC1HV6,Shriram Finance Limited,5.12,Large Cap,48.47
107,,,,,,,INF179KC1HV6,State Bank Of India,5.02,,
107,,,,,,,INF179KC1HV6,Hindalco Industries Ltd.,5.01,,
107,,,,,,,INF179KC1HV6,Asian Paints Ltd.,4.98,,
107,,,,,,,INF179KC1HV6,Maruti Suzuki India  Ltd.,4.97,,
107,,,,,,,INF179KC1HV6,Bharti Airtel Ltd.,4.94,,
107,,,,,,,INF179KC1HV6,Eicher Motors Ltd.,4.93,,
107,,,,,,,INF179KC1HV6,Bajaj Finance Limited,4.87,,
107,,,,,,,INF179KC1HV6,TVS Motor Company Ltd.,4.43,,
107,,,,,,,INF179KC1HV6,Hero MotoCorp Limited,4.2,,
108,1,4,57,9,ICICI Prudential Nifty 200 Momentum 30 ETF,MOM30IETF,INF109KC17C7,Shriram Finance Limited,5.12,Large Cap,48.47
108,,,,,,,INF109KC17C7,State Bank Of India,5.02,,
108,,,,,,,INF109KC17C7,Hindalco Industries Ltd.,5.01,,
108,,,,,,,INF109KC17C7,Asian Paints Ltd.,4.98,,
108,,,,,,,INF109KC17C7,Maruti Suzuki India  Ltd.,4.97,,
108,,,,,,,INF109KC17C7,Bharti Airtel Ltd.,4.94,,
108,,,,,,,INF109KC17C7,Eicher Motors Ltd.,4.93,,
108,,,,,,,INF109KC17C7,Bajaj Finance Limited,4.87,,
108,,,,,,,INF109KC17C7,TVS Motor Company Ltd.,4.43,,
108,,,,,,,INF109KC17C7,Hero MotoCorp Limited,4.2,,
109,1,4,57,26,Kotak Nifty 200 Momentum 30 ETF,MOMENTUM30,INF174KA1XS6,Shriram Finance Limited,5.12,Large Cap,48.47
109,,,,,,,INF174KA1XS6,State Bank Of India,5.02,,
109,,,,,,,INF174KA1XS6,Hindalco Industries Ltd.,5.01,,
109,,,,,,,INF174KA1XS6,Asian Paints Ltd.,4.98,,
109,,,,,,,INF174KA1XS6,Maruti Suzuki India  Ltd.,4.97,,
109,,,,,,,INF174KA1XS6,Bharti Airtel Ltd.,4.94,,
109,,,,,,,INF174KA1XS6,Eicher Motors Ltd.,4.93,,
109,,,,,,,INF174KA1XS6,Bajaj Finance Limited,4.87,,
109,,,,,,,INF174KA1XS6,TVS Motor Company Ltd.,4.43,,
109,,,,,,,INF174KA1XS6,Hero MotoCorp Limited,4.2,,
110,1,4,57,15,Motilal Oswal Nifty 200 Momentum 30 ETF,MOMOMENTUM,INF247L01BK2,Shriram Finance Limited,5.12,Large Cap,48.47
110,,,,,,,INF247L01BK2,State Bank Of India,5.02,,
110,,,,,,,INF247L01BK2,Hindalco Industries Ltd.,5.01,,
110,,,,,,,INF247L01BK2,Asian Paints Ltd.,4.98,,
110,,,,,,,INF247L01BK2,Maruti Suzuki India  Ltd.,4.97,,
110,,,,,,,INF247L01BK2,Bharti Airtel Ltd.,4.94,,
110,,,,,,,INF247L01BK2,Eicher Motors Ltd.,4.93,,
110,,,,,,,INF247L01BK2,Bajaj Finance Limited,4.87,,
110,,,,,,,INF247L01BK2,TVS Motor Company Ltd.,4.43,,
110,,,,,,,INF247L01BK2,Hero MotoCorp Limited,4.2,,
111,1,4,57,24,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,NIFTYQLITY,INF209KB15K4,Hindustan Unilever Ltd.,4.98,Large Cap,42.75
111,,,,,,,INF209KB15K4,Nestle India Ltd.,5.07,Mid Cap,3.88
111,,,,,,,INF209KB15K4,Colgate-Palmolive (India) Ltd.,3.88,,
111,,,,,,,INF209KB15K4,Bharat Electronics Ltd.,4.86,,
111,,,,,,,INF209KB15K4,ITC Ltd,4.99,,
111,,,,,,,INF209KB15K4,Infosys Ltd,4.88,,
111,,,,,,,INF209KB15K4,HCL Technologies Ltd,4.77,,
111,,,,,,,INF209KB15K4,Coal India Limited,3.83,,
111,,,,,,,INF209KB15K4,Tata Consultancy Services Ltd.,4.9,,
111,,,,,,,INF209KB15K4,Britannia Industries Ltd.,4.47,,
112,1,4,57,9,ICICI Prudential Nifty 200 Quality 30 ETF,QUAL30IETF,INF109KC18V5,Hindustan Unilever Ltd.,4.98,Large Cap,42.75
112,,,,,,,INF109KC18V5,Nestle India Ltd.,5.07,Mid Cap,3.88
112,,,,,,,INF109KC18V5,Colgate-Palmolive (India) Ltd.,3.88,,
112,,,,,,,INF109KC18V5,Bharat Electronics Ltd.,4.86,,
112,,,,,,,INF109KC18V5,ITC Ltd,4.99,,
112,,,,,,,INF109KC18V5,Infosys Ltd,4.88,,
112,,,,,,,INF109KC18V5,HCL Technologies Ltd,4.77,,
112,,,,,,,INF109KC18V5,Coal India Limited,3.83,,
112,,,,,,,INF109KC18V5,Tata Consultancy Services Ltd.,4.9,,
112,,,,,,,INF109KC18V5,Britannia Industries Ltd.,4.47,,
113,1,4,57,26,Kotak Nifty 200 Quality 30 ETF,QUALITY30,INF174KA1WT6,Hindustan Unilever Ltd.,4.98,Large Cap,42.75
113,,,,,,,INF174KA1WT6,Nestle India Ltd.,5.07,Mid Cap,3.88
113,,,,,,,INF174KA1WT6,Colgate-Palmolive (India) Ltd.,3.88,,
113,,,,,,,INF174KA1WT6,Bharat Electronics Ltd.,4.86,,
113,,,,,,,INF174KA1WT6,ITC Ltd,4.99,,
113,,,,,,,INF174KA1WT6,Infosys Ltd,4.88,,
113,,,,,,,INF174KA1WT6,HCL Technologies Ltd,4.77,,
113,,,,,,,INF174KA1WT6,Coal India Limited,3.83,,
113,,,,,,,INF174KA1WT6,Tata Consultancy Services Ltd.,4.9,,
113,,,,,,,INF174KA1WT6,Britannia Industries Ltd.,4.47,,
114,1,4,57,2,SBI Nifty 200 Quality 30 ETF,SBIETFQLTY,INF200KA1WX6,Hindustan Unilever Ltd.,4.99,Large Cap,42.81
114,,,,,,,INF200KA1WX6,Nestle India Ltd.,5.07,Mid Cap,3.89
114,,,,,,,INF200KA1WX6,Colgate-Palmolive (India) Ltd.,3.89,,
114,,,,,,,INF200KA1WX6,Bharat Electronics Ltd.,4.87,,
114,,,,,,,INF200KA1WX6,ITC Ltd,5,,
114,,,,,,,INF200KA1WX6,Infosys Ltd,4.89,,
114,,,,,,,INF200KA1WX6,HCL Technologies Ltd,4.78,,
114,,,,,,,INF200KA1WX6,Coal India Limited,3.83,,
114,,,,,,,INF200KA1WX6,Tata Consultancy Services Ltd.,4.9,,
114,,,,,,,INF200KA1WX6,Britannia Industries Ltd.,4.48,,
115,1,1,7,6,Groww Nifty 200 ETF,GROWWN200,INF666M01JV1,HDFC Bank Ltd.,8.71,Large Cap,38.24
115,,,,,,,INF666M01JV1,Reliance Industries Ltd,6.09,,
115,,,,,,,INF666M01JV1,ICICI Bank Ltd.,5.51,,
115,,,,,,,INF666M01JV1,Bharti Airtel Ltd.,3.37,,
115,,,,,,,INF666M01JV1,Infosys Ltd,3.25,,
115,,,,,,,INF666M01JV1,Larsen & Toubro Ltd,2.75,,
115,,,,,,,INF666M01JV1,State Bank Of India,2.34,,
115,,,,,,,INF666M01JV1,ITC Ltd,2.23,,
115,,,,,,,INF666M01JV1,AXIS Bank Ltd.,2.09,,
115,,,,,,,INF666M01JV1,Mahindra & Mahindra Ltd.,1.9,,
116,1,4,57,9,ICICI Prudential Nifty200 Value 30 ETF,VAL30IETF,INF109KC16X5,Bharat Petroleum Corpn. Ltd.,5.13,Large Cap,49.67
116,,,,,,,INF109KC16X5,TATA STEEL LIMITED,5.02,,
116,,,,,,,INF109KC16X5,Oil And Natural Gas Corporation Ltd,5.01,,
116,,,,,,,INF109KC16X5,TATA MOTORS PASSENGER VEHICLES LIMITED,5,,
116,,,,,,,INF109KC16X5,NTPC Ltd,4.97,,
116,,,,,,,INF109KC16X5,State Bank Of India,4.97,,
116,,,,,,,INF109KC16X5,Hindalco Industries Ltd.,4.96,,
116,,,,,,,INF109KC16X5,Vedanta Limited,4.91,,
116,,,,,,,INF109KC16X5,Indian Oil Corporation Ltd.,4.85,,
116,,,,,,,INF109KC16X5,Coal India Limited,4.85,,
117,4,7,,9,ICICI Prudential Nifty 5 Yr Benchmark G-SEC ETF,GSEC5IETF,INF109KC14A8,06.01% GOI 2030,95.25,,
117,,,,,,,INF109KC14A8,TREPS & Net Current Assets,4.75,,
118,4,7,,19,Nippon India ETF Nifty 5 yr Benchmark GSec,GILT5YBEES,INF204KC1030,6.01% GOI (MD 21/07/2030),95.2,,
118,,,,,,,INF204KC1030,6.75% GOI (MD 23/12/2029),1.38,,
119,4,7,,20,UTI Nifty 5 Year Benchmark G-Sec ETF,NIF5GETF,INF789F1AZE6,6.01% GSEC MAT-21/07/2030,97.43,,
