etf_id,assetid,subclassid,sub_subclassid,amcid,ETF,SYMBOL,isin_code,Holding,Amount,,
119,,,,,,,INF789F1AZE6,NCA,2.54,,
119,,,,,,,INF789F1AZE6,TREPS Maturing  On 01.01.2026,0.02,,
120,4,7,,15,Motilal Oswal 5 Year G Sec ETF,MOGSEC,INF247L01AK4,Debt Instruments,97.4,,
120,,,,,,,INF247L01AK4,Cash & Cash Equivalents,2.6,,
121,1,4,61,25,DSP Nifty 50 Equal Weight ETF,EQUAL50ADD,INF740KA1QK2,TATA STEEL LIMITED,2.12,Large Cap,20.57
121,,,,,,,INF740KA1QK2,JSW Steel Limited,2.12,,
121,,,,,,,INF740KA1QK2,Shriram Finance Limited,2.06,,
121,,,,,,,INF740KA1QK2,AXIS Bank Ltd.,2.06,,
121,,,,,,,INF740KA1QK2,Bajaj Auto Limited,2.05,,
121,,,,,,,INF740KA1QK2,Oil And Natural Gas Corporation Ltd,2.04,,
121,,,,,,,INF740KA1QK2,TATA MOTORS PASSENGER VEHICLES LIMITED,2.04,,
121,,,,,,,INF740KA1QK2,Mahindra & Mahindra Ltd.,2.04,,
121,,,,,,,INF740KA1QK2,Kotak Mahindra Bank Ltd.,2.02,,
121,,,,,,,INF740KA1QK2,NTPC Ltd,2.02,,
122,1,4,61,8,Mirae Asset Nifty 50 Equal Weight ETF,EQUAL50,INF769K01OO2,TATA STEEL LIMITED,2.12,Large Cap,20.57
122,,,,,,,INF769K01OO2,JSW Steel Limited,2.12,,
122,,,,,,,INF769K01OO2,Shriram Finance Limited,2.06,,
122,,,,,,,INF769K01OO2,AXIS Bank Ltd.,2.06,,
122,,,,,,,INF769K01OO2,Bajaj Auto Limited,2.05,,
122,,,,,,,INF769K01OO2,Oil And Natural Gas Corporation Ltd,2.04,,
122,,,,,,,INF769K01OO2,TATA MOTORS PASSENGER VEHICLES LIMITED,2.04,,
122,,,,,,,INF769K01OO2,Mahindra & Mahindra Ltd.,2.04,,
122,,,,,,,INF769K01OO2,Kotak Mahindra Bank Ltd.,2.02,,
122,,,,,,,INF769K01OO2,NTPC Ltd,2.02,,
123,1,4,61,15,Motilal Oswal Nifty 50 Equal Weight ETF,MON50EQUAL,INF247L01FC0,TATA STEEL LIMITED,2.12,Large Cap,20.57
123,,,,,,,INF247L01FC0,JSW Steel Limited,2.12,,
123,,,,,,,INF247L01FC0,Shriram Finance Limited,2.06,,
123,,,,,,,INF247L01FC0,AXIS Bank Ltd.,2.06,,
123,,,,,,,INF247L01FC0,Bajaj Auto Limited,2.05,,
123,,,,,,,INF247L01FC0,Oil And Natural Gas Corporation Ltd,2.04,,
123,,,,,,,INF247L01FC0,TATA MOTORS PASSENGER VEHICLES LIMITED,2.04,,
123,,,,,,,INF247L01FC0,Mahindra & Mahindra Ltd.,2.04,,
123,,,,,,,INF247L01FC0,Kotak Mahindra Bank Ltd.,2.02,,
123,,,,,,,INF247L01FC0,NTPC Ltd,2.02,,
124,1,4,61,2,SBI Nifty 50 Equal Weight ETF,SBINEQWETF,INF200KB1282,TATA STEEL LIMITED,2.12,Large Cap,20.57
124,,,,,,,INF200KB1282,JSW Steel Limited,2.12,,
124,,,,,,,INF200KB1282,Shriram Finance Limited,2.06,,
124,,,,,,,INF200KB1282,AXIS Bank Ltd.,2.06,,
124,,,,,,,INF200KB1282,Bajaj Auto Limited,2.05,,
124,,,,,,,INF200KB1282,Oil And Natural Gas Corporation Ltd,2.04,,
124,,,,,,,INF200KB1282,TATA MOTORS PASSENGER VEHICLES LIMITED,2.04,,
124,,,,,,,INF200KB1282,Mahindra & Mahindra Ltd.,2.04,,
124,,,,,,,INF200KB1282,Kotak Mahindra Bank Ltd.,2.02,,
124,,,,,,,INF200KB1282,NTPC Ltd,2.02,,
125,1,3,53,19,Nippon India ETF Nifty 50 Shariah BeES,SHARIABEES,INF732E01128,Infosys Ltd,21.36,Large Cap,77.61
125,,,,,,,INF732E01128,Tata Consultancy Services Ltd.,12.18,,
125,,,,,,,INF732E01128,Hindustan Unilever Ltd.,8.32,,
125,,,,,,,INF732E01128,Sun Pharmaceutical Industries Ltd.,7.34,,
125,,,,,,,INF732E01128,HCL Technologies Ltd,6.54,,
125,,,,,,,INF732E01128,UltraTech Cement Ltd,5.23,,
125,,,,,,,INF732E01128,Asian Paints Ltd.,4.94,,
125,,,,,,,INF732E01128,Hindalco Industries Ltd.,4.45,,
125,,,,,,,INF732E01128,Tech Mahindra Limited,3.66,,
125,,,,,,,INF732E01128,Trent Ltd ,3.59,,
126,1,1,1,24,Aditya Birla Sun Life Nifty 50 ETF,BSLNIFTY,INF209KB19DI,HDFC bank Ltd.,11.33,Large Cap,54.76
126,,,,,,,INF209KB19DI,Reliance Industries Ltd,8.64,,
126,,,,,,,INF209KB19DI,ICICI Bank Ltd.,7.73,,
126,,,,,,,INF209KB19DI,Bharti Airtel Ltd.,5.82,,
126,,,,,,,INF209KB19DI,Infosys Ltd,4.16,,
126,,,,,,,INF209KB19DI,Larsen & Toubro Ltd,3.95,,
126,,,,,,,INF209KB19DI,State Bank of India,3.76,,
126,,,,,,,INF209KB19DI,ITC Ltd,3.73,,
126,,,,,,,INF209KB19DI,Axis Bank Ltd.,3.03,,
126,,,,,,,INF209KB19DI,Mahindra & Mahindra Ltd.,2.61,,
127,1,1,1,16,Angel One Nifty 50 ETF,AONENIFTY,INF1J2R01064,HDFC bank Ltd.,12.87,Large Cap,56.05
127,,,,,,,INF1J2R01064,Reliance Industries Ltd,8.88,,
127,,,,,,,INF1J2R01064,ICICI Bank Ltd.,8.29,,
127,,,,,,,INF1J2R01064,Bharti Airtel Ltd.,4.79,,
127,,,,,,,INF1J2R01064,Infosys Ltd,4.7,,
127,,,,,,,INF1J2R01064,Larsen & Toubro Ltd,4,,
127,,,,,,,INF1J2R01064,State Bank of India,3.4,,
127,,,,,,,INF1J2R01064,ITC Ltd,3.26,,
127,,,,,,,INF1J2R01064,Axis Bank Ltd.,3.07,,
127,,,,,,,INF1J2R01064,Mahindra & Mahindra Ltd.,2.79,,
128,1,1,1,10,Axis Nifty 50 ETF,AXISNIFTY,INF846K01W98,HDFC bank Ltd.,12.88,Large Cap,56.07
128,,,,,,,INF846K01W98,Reliance Industries Ltd,8.88,,
128,,,,,,,INF846K01W98,ICICI Bank Ltd.,8.3,,
128,,,,,,,INF846K01W98,Bharti Airtel Ltd.,4.79,,
128,,,,,,,INF846K01W98,Infosys Ltd,4.7,,
128,,,,,,,INF846K01W98,Larsen & Toubro Ltd,4,,
128,,,,,,,INF846K01W98,State Bank of India,3.4,,
128,,,,,,,INF846K01W98,ITC Ltd,3.26,,
128,,,,,,,INF846K01W98,Axis Bank Ltd.,3.07,,
128,,,,,,,INF846K01W98,Mahindra & Mahindra Ltd.,2.79,,
129,1,1,1,18,Bajaj Finserv Nifty 50 ETF,NIFTYBETF,INF0QA701722,HDFC bank Ltd.,11.34,Large Cap,54.79
129,,,,,,,INF0QA701722,Reliance Industries Ltd,8.64,,
129,,,,,,,INF0QA701722,ICICI Bank Ltd.,7.74,,
129,,,,,,,INF0QA701722,Bharti Airtel Ltd.,5.82,,
129,,,,,,,INF0QA701722,Infosys Ltd,4.16,,
129,,,,,,,INF0QA701722,Larsen & Toubro Ltd,3.95,,
129,,,,,,,INF0QA701722,State Bank of India,3.76,,
129,,,,,,,INF0QA701722,ITC Ltd,3.73,,
129,,,,,,,INF0QA701722,Axis Bank Ltd.,3.03,,
129,,,,,,,INF0QA701722,Mahindra & Mahindra Ltd.,2.62,,
130,1,1,1,7,Bandhan Nifty 50 ETF,IDFNIFTYET,INF194KA1U07,HDFC bank Ltd.,12.88,Large Cap,56.06
130,,,,,,,INF194KA1U07,Reliance Industries Ltd,8.88,,
130,,,,,,,INF194KA1U07,ICICI Bank Ltd.,8.29,,
130,,,,,,,INF194KA1U07,Bharti Airtel Ltd.,4.79,,
130,,,,,,,INF194KA1U07,Infosys Ltd,4.7,,
130,,,,,,,INF194KA1U07,Larsen & Toubro Ltd,4,,
130,,,,,,,INF194KA1U07,State Bank of India,3.4,,
130,,,,,,,INF194KA1U07,ITC Ltd,3.26,,
130,,,,,,,INF194KA1U07,Axis Bank Ltd.,3.07,,
130,,,,,,,INF194KA1U07,Mahindra & Mahindra Ltd.,2.79,,
131,1,1,1,25,DSP Nifty 50 ETF,NIFTY50ADD,INF740KA1CL0,HDFC bank Ltd.,12.9,Large Cap,56.2
131,,,,,,,INF740KA1CL0,Reliance Industries Ltd,8.9,,
131,,,,,,,INF740KA1CL0,ICICI Bank Ltd.,8.3,,
131,,,,,,,INF740KA1CL0,Bharti Airtel Ltd.,4.8,,
131,,,,,,,INF740KA1CL0,Infosys Ltd,4.7,,
131,,,,,,,INF740KA1CL0,Larsen & Toubro Ltd,4,,
131,,,,,,,INF740KA1CL0,State Bank of India,3.4,,
131,,,,,,,INF740KA1CL0,ITC Ltd,3.3,,
131,,,,,,,INF740KA1CL0,Axis Bank Ltd.,3.1,,
131,,,,,,,INF740KA1CL0,Mahindra & Mahindra Ltd.,2.8,,
132,1,1,1,14,Edelweiss Nifty 50 ETF,ENIFTY,INF754K01VX0,HDFC bank Ltd.,12.9,Large Cap,56.2
132,,,,,,,INF754K01VX0,Reliance Industries Ltd,8.9,,
132,,,,,,,INF754K01VX0,ICICI Bank Ltd.,8.3,,
132,,,,,,,INF754K01VX0,Bharti Airtel Ltd.,4.8,,
132,,,,,,,INF754K01VX0,Infosys Ltd,4.7,,
132,,,,,,,INF754K01VX0,Larsen & Toubro Ltd,4,,
132,,,,,,,INF754K01VX0,State Bank of India,3.4,,
132,,,,,,,INF754K01VX0,ITC Ltd,3.3,,
132,,,,,,,INF754K01VX0,Axis Bank Ltd.,3.1,,
132,,,,,,,INF754K01VX0,Mahindra & Mahindra Ltd.,2.8,,
133,1,1,1,6,Groww Nifty 50 ETF,GROWWNIFTY,INF666M01LL8,HDFC bank Ltd.,12.8,Large Cap,55.72
133,,,,,,,INF666M01LL8,Reliance Industries Ltd,8.82,,
133,,,,,,,INF666M01LL8,ICICI Bank Ltd.,8.25,,
133,,,,,,,INF666M01LL8,Bharti Airtel Ltd.,4.76,,
133,,,,,,,INF666M01LL8,Infosys Ltd,4.68,,
133,,,,,,,INF666M01LL8,Larsen & Toubro Ltd,3.96,,
133,,,,,,,INF666M01LL8,State Bank of India,3.38,,
133,,,,,,,INF666M01LL8,ITC Ltd,3.24,,
133,,,,,,,INF666M01LL8,Axis Bank Ltd.,3.05,,
133,,,,,,,INF666M01LL8,Mahindra & Mahindra Ltd.,2.78,,
134,1,1,1,21,HDFC Nifty 50 ETF,HDFCNIFTY,INF179KC1965,HDFC bank Ltd.,12.88,Large Cap,56.07
134,,,,,,,INF179KC1965,Reliance Industries Ltd,8.88,,
134,,,,,,,INF179KC1965,ICICI Bank Ltd.,8.3,,
134,,,,,,,INF179KC1965,Bharti Airtel Ltd.,4.79,,
134,,,,,,,INF179KC1965,Infosys Ltd,4.7,,
134,,,,,,,INF179KC1965,Larsen & Toubro Ltd,4,,
134,,,,,,,INF179KC1965,State Bank of India,3.4,,
134,,,,,,,INF179KC1965,ITC Ltd,3.26,,
134,,,,,,,INF179KC1965,Axis Bank Ltd.,3.07,,
134,,,,,,,INF179KC1965,Mahindra & Mahindra Ltd.,2.79,,
135,1,1,1,9,ICICI Prudential Nifty 50 ETF,NIFTYIETF,INF109K012R6,HDFC bank Ltd.,12.77,Large Cap,55.04
135,,,,,,,INF109K012R6,Reliance Industries Ltd,8.52,,
135,,,,,,,INF109K012R6,ICICI Bank Ltd.,8.13,,
135,,,,,,,INF109K012R6,Bharti Airtel Ltd.,4.74,,
135,,,,,,,INF109K012R6,Infosys Ltd,4.52,,
135,,,,,,,INF109K012R6,Larsen & Toubro Ltd,4.01,,
135,,,,,,,INF109K012R6,State Bank of India,3.43,,
135,,,,,,,INF109K012R6,ITC Ltd,3.29,,
135,,,,,,,INF109K012R6,Axis Bank Ltd.,2.99,,
135,,,,,,,INF109K012R6,Tata Consultancy Services Ltd.,2.64,,
136,1,1,1,13,Invesco India Nifty 50 ETF,IVZINNIFTY,INF205K01DA9,HDFC bank Ltd.,12.86,Large Cap,56.01
136,,,,,,,INF205K01DA9,Reliance Industries Ltd,8.87,,
136,,,,,,,INF205K01DA9,ICICI Bank Ltd.,8.29,,
136,,,,,,,INF205K01DA9,Bharti Airtel Ltd.,4.79,,
136,,,,,,,INF205K01DA9,Infosys Ltd,4.7,,
136,,,,,,,INF205K01DA9,Larsen & Toubro Ltd,4,,
136,,,,,,,INF205K01DA9,State Bank of India,3.4,,
136,,,,,,,INF205K01DA9,ITC Ltd,3.26,,
136,,,,,,,INF205K01DA9,Axis Bank Ltd.,3.06,,
136,,,,,,,INF205K01DA9,Mahindra & Mahindra Ltd.,2.78,,
137,1,1,1,26,Kotak Mahindra Nifty 50 ETF,NIFTY1,INF174K014P6,HDFC bank Ltd.,12.86,Large Cap,55.98
137,,,,,,,INF174K014P6,Reliance Industries Ltd,8.87,,
137,,,,,,,INF174K014P6,ICICI Bank Ltd.,8.28,,
137,,,,,,,INF174K014P6,Bharti Airtel Ltd.,4.79,,
137,,,,,,,INF174K014P6,Infosys Ltd,4.7,,
137,,,,,,,INF174K014P6,Larsen & Toubro Ltd,3.99,,
137,,,,,,,INF174K014P6,State Bank of India,3.39,,
137,,,,,,,INF174K014P6,ITC Ltd,3.26,,
137,,,,,,,INF174K014P6,Axis Bank Ltd.,3.06,,
137,,,,,,,INF174K014P6,Mahindra & Mahindra Ltd.,2.78,,
138,1,1,1,17,LIC Nifty 50 ETF,LICNETFN50,INF767K01OS7,HDFC bank Ltd.,12.88,Large Cap,56.11
138,,,,,,,INF767K01OS7,Reliance Industries Ltd,8.88,,
138,,,,,,,INF767K01OS7,ICICI Bank Ltd.,8.3,,
138,,,,,,,INF767K01OS7,Bharti Airtel Ltd.,4.8,,
138,,,,,,,INF767K01OS7,Infosys Ltd,4.71,,
138,,,,,,,INF767K01OS7,Larsen & Toubro Ltd,4,,
138,,,,,,,INF767K01OS7,State Bank of India,3.41,,
138,,,,,,,INF767K01OS7,ITC Ltd,3.27,,
138,,,,,,,INF767K01OS7,Axis Bank Ltd.,3.07,,
138,,,,,,,INF767K01OS7,Mahindra & Mahindra Ltd.,2.79,,
139,1,1,1,8,Mirae Asset Nifty 50 ETF,NIFTYETF,INF769K01EG9,HDFC bank Ltd.,12.88,Large Cap,56.07
139,,,,,,,INF769K01EG9,Reliance Industries Ltd,8.88,,
139,,,,,,,INF769K01EG9,ICICI Bank Ltd.,8.3,,
139,,,,,,,INF769K01EG9,Bharti Airtel Ltd.,4.79,,
139,,,,,,,INF769K01EG9,Infosys Ltd,4.7,,
139,,,,,,,INF769K01EG9,Larsen & Toubro Ltd,4,,
139,,,,,,,INF769K01EG9,State Bank of India,3.4,,
139,,,,,,,INF769K01EG9,ITC Ltd,3.26,,
139,,,,,,,INF769K01EG9,Axis Bank Ltd.,3.07,,
139,,,,,,,INF769K01EG9,Mahindra & Mahindra Ltd.,2.79,,
140,1,1,1,15,Motilal Oswal Nifty 50 ETF,MOM50,INF247L01536,HDFC bank Ltd.,12.87,Large Cap,56.05
140,,,,,,,INF247L01536,Reliance Industries Ltd,8.88,,
140,,,,,,,INF247L01536,ICICI Bank Ltd.,8.29,,
140,,,,,,,INF247L01536,Bharti Airtel Ltd.,4.79,,
140,,,,,,,INF247L01536,Infosys Ltd,4.7,,
140,,,,,,,INF247L01536,Larsen & Toubro Ltd,4,,
140,,,,,,,INF247L01536,State Bank of India,3.4,,
140,,,,,,,INF247L01536,ITC Ltd,3.26,,
140,,,,,,,INF247L01536,Axis Bank Ltd.,3.07,,
140,,,,,,,INF247L01536,Mahindra & Mahindra Ltd.,2.79,,
141,1,1,1,19,Nippon India ETF Nifty 50 BeES,NIFTYBEES,INF204KB14I2,HDFC bank Ltd.,12.88,Large Cap,56.06
141,,,,,,,INF204KB14I2,Reliance Industries Ltd,8.88,,
141,,,,,,,INF204KB14I2,ICICI Bank Ltd.,8.29,,
141,,,,,,,INF204KB14I2,Bharti Airtel Ltd.,4.79,,
141,,,,,,,INF204KB14I2,Infosys Ltd,4.7,,
141,,,,,,,INF204KB14I2,Larsen & Toubro Ltd,4,,
141,,,,,,,INF204KB14I2,State Bank of India,3.4,,
141,,,,,,,INF204KB14I2,ITC Ltd,3.26,,
141,,,,,,,INF204KB14I2,Axis Bank Ltd.,3.07,,
141,,,,,,,INF204KB14I2,Mahindra & Mahindra Ltd.,2.79,,
142,1,1,1,22,Quantum Nifty 50 ETF,QNIFTY,INF082J01028,HDFC bank Ltd.,12.88,Large Cap,56.08
142,,,,,,,INF082J01028,Reliance Industries Ltd,8.88,,
142,,,,,,,INF082J01028,ICICI Bank Ltd.,8.3,,
142,,,,,,,INF082J01028,Bharti Airtel Ltd.,4.79,,
142,,,,,,,INF082J01028,Infosys Ltd,4.71,,
142,,,,,,,INF082J01028,Larsen & Toubro Ltd,4,,
142,,,,,,,INF082J01028,State Bank of India,3.4,,
142,,,,,,,INF082J01028,ITC Ltd,3.26,,
142,,,,,,,INF082J01028,Axis Bank Ltd.,3.07,,
142,,,,,,,INF082J01028,Mahindra & Mahindra Ltd.,2.79,,
143,1,1,1,2,SBI Nifty 50 ETF,SETFNIF50,INF200KA1FS1,HDFC bank Ltd.,12.88,Large Cap,56.06
143,,,,,,,INF200KA1FS1,Reliance Industries Ltd,8.88,,
143,,,,,,,INF200KA1FS1,ICICI Bank Ltd.,8.29,,
143,,,,,,,INF200KA1FS1,Bharti Airtel Ltd.,4.79,,
143,,,,,,,INF200KA1FS1,Infosys Ltd,4.7,,
143,,,,,,,INF200KA1FS1,Larsen & Toubro Ltd,4,,
143,,,,,,,INF200KA1FS1,State Bank of India,3.4,,
143,,,,,,,INF200KA1FS1,ITC Ltd,3.26,,
143,,,,,,,INF200KA1FS1,Axis Bank Ltd.,3.07,,
143,,,,,,,INF200KA1FS1,Mahindra & Mahindra Ltd.,2.79,,
144,1,1,1,12,Tata Nifty 50 ETF,NETF,INF277K015R5,HDFC bank Ltd.,12.88,Large Cap,56.06
144,,,,,,,INF277K015R5,Reliance Industries Ltd,8.88,,
144,,,,,,,INF277K015R5,ICICI Bank Ltd.,8.29,,
144,,,,,,,INF277K015R5,Bharti Airtel Ltd.,4.79,,
144,,,,,,,INF277K015R5,Infosys Ltd,4.7,,
144,,,,,,,INF277K015R5,Larsen & Toubro Ltd,4,,
144,,,,,,,INF277K015R5,State Bank of India,3.4,,
144,,,,,,,INF277K015R5,ITC Ltd,3.26,,
144,,,,,,,INF277K015R5,Axis Bank Ltd.,3.07,,
144,,,,,,,INF277K015R5,Mahindra & Mahindra Ltd.,2.79,,
145,1,1,1,20,UTI Nifty 50 ETF,UTINIFTETF,INF789F1AZC0,HDFC bank Ltd.,12.87,Large Cap,56.11
145,,,,,,,INF789F1AZC0,Reliance Industries Ltd,8.87,,
145,,,,,,,INF789F1AZC0,ICICI Bank Ltd.,8.29,,
145,,,,,,,INF789F1AZC0,Bharti Airtel Ltd.,4.79,,
145,,,,,,,INF789F1AZC0,Infosys Ltd,4.79,,
145,,,,,,,INF789F1AZC0,Larsen & Toubro Ltd,4,,
145,,,,,,,INF789F1AZC0,State Bank of India,3.4,,
145,,,,,,,INF789F1AZC0,ITC Ltd,3.26,,
145,,,,,,,INF789F1AZC0,Axis Bank Ltd.,3.06,,
145,,,,,,,INF789F1AZC0,Mahindra & Mahindra Ltd.,2.78,,
146,1,1,1,11,Zerodha Nifty 50 ETF,NIFTYCASE,INF0R8F01166,HDFC bank Ltd.,12.87,Large Cap,56
146,,,,,,,INF0R8F01166,Reliance Industries Ltd,8.89,,
146,,,,,,,INF0R8F01166,ICICI Bank Ltd.,8.29,,
146,,,,,,,INF0R8F01166,Bharti Airtel Ltd.,4.8,,
146,,,,,,,INF0R8F01166,Infosys Ltd,4.7,,
146,,,,,,,INF0R8F01166,Larsen & Toubro Ltd,3.98,,
146,,,,,,,INF0R8F01166,State Bank of India,3.39,,
146,,,,,,,INF0R8F01166,ITC Ltd,3.25,,
146,,,,,,,INF0R8F01166,Axis Bank Ltd.,3.06,,
146,,,,,,,INF0R8F01166,Mahindra & Mahindra Ltd.,2.77,,
147,1,4,61,21,HDFC Nifty 50 VALUE 20 ETF,HDFCVALUE,INF179KC1DK8,ICICI Bank Ltd.,14.79,Large Cap,79.22
147,,,,,,,INF179KC1DK8,Infosys Ltd,12.52,,
147,,,,,,,INF179KC1DK8,State Bank of India,9.05,,
147,,,,,,,INF179KC1DK8,ITC Ltd,8.67,,
147,,,,,,,INF179KC1DK8,Axis Bank Ltd.,8.16,,
147,,,,,,,INF179KC1DK8,Tata Consultancy Services Ltd.,7.14,,
147,,,,,,,INF179KC1DK8,Kotak Mahindra Bank Ltd.,6.96,,
147,,,,,,,INF179KC1DK8,Maruti Suzuki India  Ltd.,4.65,,
147,,,,,,,INF179KC1DK8,HCL Technologies Ltd,3.83,,
147,,,,,,,INF179KC1DK8,NTPC Ltd,3.45,,
148,1,4,61,9,ICICI Prudential Nifty 50 Value 20 ETF,NV20IETF,INF109KC11V0,ICICI Bank Ltd.,14.79,Large Cap,79.17
148,,,,,,,INF109KC11V0,Infosys Ltd,12.51,,
148,,,,,,,INF109KC11V0,State Bank of India,9.04,,
148,,,,,,,INF109KC11V0,ITC Ltd,8.67,,
148,,,,,,,INF109KC11V0,Axis Bank Ltd.,8.16,,
148,,,,,,,INF109KC11V0,Tata Consultancy Services Ltd.,7.13,,
148,,,,,,,INF109KC11V0,Kotak Mahindra Bank Ltd.,6.95,,
148,,,,,,,INF109KC11V0,Maruti Suzuki India  Ltd.,4.64,,
148,,,,,,,INF109KC11V0,HCL Technologies Ltd,3.83,,
148,,,,,,,INF109KC11V0,NTPC Ltd,3.45,,
149,1,4,61,26,Kotak Nifty 50 value 20 ETF,NV20,INF174K01Z71,ICICI Bank Ltd.,14.74,Large Cap,78.91
149,,,,,,,INF174K01Z71,Infosys Ltd,12.47,,
149,,,,,,,INF174K01Z71,State Bank of India,9.01,,
149,,,,,,,INF174K01Z71,ITC Ltd,8.64,,
149,,,,,,,INF174K01Z71,Axis Bank Ltd.,8.13,,
149,,,,,,,INF174K01Z71,Tata Consultancy Services Ltd.,7.11,,
149,,,,,,,INF174K01Z71,Kotak Mahindra Bank Ltd.,6.93,,
149,,,,,,,INF174K01Z71,Maruti Suzuki India  Ltd.,4.63,,
149,,,,,,,INF174K01Z71,HCL Technologies Ltd,3.82,,
149,,,,,,,INF174K01Z71,NTPC Ltd,3.43,,
150,1,4,61,19,Nippon India ETF Nifty 50 Value 20,NV20BEES,INF204KB18I3,ICICI Bank Ltd.,14.89,Large Cap,79.03
150,,,,,,,INF204KB18I3,Infosys Ltd,12.42,,
150,,,,,,,INF204KB18I3,State Bank of India,8.94,,
150,,,,,,,INF204KB18I3,ITC Ltd,8.52,,
150,,,,,,,INF204KB18I3,Axis Bank Ltd.,7.98,,
150,,,,,,,INF204KB18I3,Tata Consultancy Services Ltd.,7.18,,
150,,,,,,,INF204KB18I3,Kotak Mahindra Bank Ltd.,7.1,,
150,,,,,,,INF204KB18I3,Maruti Suzuki India  Ltd.,4.81,,
150,,,,,,,INF204KB18I3,HCL Technologies Ltd,3.76,,
150,,,,,,,INF204KB18I3,NTPC Ltd,3.43,,
151,1,4,59,25,DSP Nifty500 Flexicap Quality 30 ETF,FLEXIADD,INF740KA1WU9,Nestle India Ltd.,6.76,Large Cap,66.4
151,,,,,,,INF740KA1WU9,Asian Paints Ltd.,6.74,,
151,,,,,,,INF740KA1WU9,Maruti Suzuki India  Ltd.,6.72,,
151,,,,,,,INF740KA1WU9,Bharat Electronics Ltd.,6.7,,
151,,,,,,,INF740KA1WU9,ITC Ltd,6.66,,
151,,,,,,,INF740KA1WU9,Hindustan Unilever Ltd.,6.65,,
151,,,,,,,INF740KA1WU9,Tech Mahindra Limited,6.59,,
151,,,,,,,INF740KA1WU9,Tata Consultancy Services Ltd.,6.53,,
151,,,,,,,INF740KA1WU9,HCL Technologies Ltd,6.53,,
151,,,,,,,INF740KA1WU9,Infosys Ltd,6.52,,
152,1,4,59,6,Groww Nifty 500 Low Volatility 50 ETF,GROWWLOVOL,INF666M01LB9,Asian Paints Ltd.,5,Large Cap,43.66
152,,,,,,,INF666M01LB9,Bharti Airtel Ltd.,4.96,,
152,,,,,,,INF666M01LB9,Maruti Suzuki India  Ltd.,4.95,,
152,,,,,,,INF666M01LB9,Bajaj Finance Limited,4.9,,
152,,,,,,,INF666M01LB9,Tata Consultancy Services Ltd.,4.85,,
152,,,,,,,INF666M01LB9,Power Grid Corp Of India Ltd,4.31,,
152,,,,,,,INF666M01LB9,Coal India Limited,4.3,,
152,,,,,,,INF666M01LB9,Bajaj Auto Limited,3.52,,
152,,,,,,,INF666M01LB9,Eicher Motors Ltd.,3.46,,
152,,,,,,,INF666M01LB9,Britannia Industries Ltd.,3.41,,
153,1,4,59,6,Groww Nifty 500 Momentum 50 ETF,GROWWMOM50,INF666M01KJ4,Mahindra & Mahindra Ltd.,5.04,Large Cap,45.58
153,,,,,,,INF666M01KJ4,Shriram Finance Limited,4.97,,
153,,,,,,,INF666M01KJ4,Maruti Suzuki India  Ltd.,4.95,,
153,,,,,,,INF666M01KJ4,Bharti Airtel Ltd.,4.93,,
153,,,,,,,INF666M01KJ4,Bajaj Finance Limited,4.86,,
153,,,,,,,INF666M01KJ4,Eicher Motors Ltd.,4.85,,
153,,,,,,,INF666M01KJ4,Asian Paints Ltd.,4.68,,
153,,,,,,,INF666M01KJ4,Hindalco Industries Ltd.,4.36,,
153,,,,,,,INF666M01KJ4,TVS Motor Company Ltd.,3.57,,
153,,,,,,,INF666M01KJ4,InterGlobe Aviation Limited,3.37,,
154,1,4,59,15,Motilal Oswal Nifty 500 Momentum 50 ETF,MOMENTUM50,INF247L01DK8,Mahindra & Mahindra Ltd.,5.05,Large Cap,45.69
154,,,,,,,INF247L01DK8,Shriram Finance Limited,4.98,,
154,,,,,,,INF247L01DK8,Maruti Suzuki India  Ltd.,4.97,,
154,,,,,,,INF247L01DK8,Bharti Airtel Ltd.,4.94,,
154,,,,,,,INF247L01DK8,Bajaj Finance Limited,4.87,,
154,,,,,,,INF247L01DK8,Eicher Motors Ltd.,4.86,,
154,,,,,,,INF247L01DK8,Asian Paints Ltd.,4.69,,
154,,,,,,,INF247L01DK8,Hindalco Industries Ltd.,4.37,,
154,,,,,,,INF247L01DK8,TVS Motor Company Ltd.,3.58,,
154,,,,,,,INF247L01DK8,InterGlobe Aviation Limited,3.38,,
155,1,1,15,8,Mirae Asset Nifty 500 Multicap ETF,MULTICAP,INF769K01LX9,HDFC Bank Ltd.,5.45,Large Cap,23.34
155,,,,,,,INF769K01LX9,ICICI Bank Ltd.,3.68,,
155,,,,,,,INF769K01LX9,Reliance Industries Ltd,3.63,,
155,,,,,,,INF769K01LX9,Infosys Ltd,2.06,,
155,,,,,,,INF769K01LX9,Bharti Airtel Ltd.,1.96,,
155,,,,,,,INF769K01LX9,Larsen & Toubro Ltd,1.54,,
155,,,,,,,INF769K01LX9,ITC Ltd,1.39,,
155,,,,,,,INF769K01LX9,Tata Consultancy Services Ltd.,1.26,,
155,,,,,,,INF769K01LX9,Axis Bank Ltd.,1.23,,
155,,,,,,,INF769K01LX9,Kotak Mahindra Bank Ltd.,1.14,,
156,1,4,59,14,Edelweiss Nifty 500 Multicap MQ 50 ETF,EMULTIMQ,INF754K01TF1,Nestle India Ltd.,5.09,Large Cap,38.96
156,,,,,,,INF754K01TF1,Bharat Electronics Ltd.,5.04,Mid Cap,9.67
156,,,,,,,INF754K01TF1,Hero MotoCorp Limited,5.03,,
